month,day,hour,ghi_wm2,wind_speed_ms,temperature_c
1,10,20,0.0,3.4,-2.3
1,10,21,0.0,4.0,-0.3
1,10,22,0.0,4.0,-1.3
1,10,23,0.0,4.0,-0.3
1,11,0,0.0,4.1,-3.8
1,11,1,0.0,4.7,-1.3
1,11,2,0.0,4.5,-0.4
1,11,3,0.0,4.9,-3.9
1,11,4,0.0,4.9,-2.4
1,11,5,0.0,4.8,-1.3
1,11,6,0.0,4.9,2.5
1,11,7,0.0,5.3,1.2
1,11,8,3.5,5.0,1.9
1,11,9,37.3,5.9,7.5
1,11,10,71.3,4.5,4.7
1,11,11,81.0,4.9,5.0
1,11,12,95.1,4.8,4.8
1,11,13,83.0,3.9,5.0
1,11,14,64.0,4.0,5.3
1,11,15,37.4,4.5,5.4
1,11,16,3.3,3.5,2.6
1,11,17,0.0,3.5,4.0
1,11,18,0.0,3.5,2.6
1,11,19,0.0,3.4,-2.7
1,11,20,0.0,3.7,-1.8
1,11,21,0.0,4.6,-0.2
1,11,22,0.0,5.0,-2.7
1,11,23,0.0,4.3,-1.0
1,12,0,0.0,4.8,0.0
1,12,1,0.0,4.3,-1.3
1,12,2,0.0,5.1,-3.0
1,12,3,0.0,4.6,-2.6
1,12,4,0.0,5.7,0.9
1,12,5,0.0,5.0,-0.8
1,12,6,0.0,4.9,2.9
1,12,7,0.0,4.9,1.4
1,12,8,5.4,5.3,4.3
1,12,9,52.8,4.7,5.9
1,12,10,89.7,4.7,1.8
1,12,11,126.9,4.3,7.1
1,12,12,129.3,4.0,8.7
1,12,13,125.5,5.1,5.1
1,12,14,93.0,4.2,5.2
1,12,15,49.5,3.9,4.2
1,12,16,5.3,4.7,5.4
1,12,17,0.0,4.5,1.3
1,12,18,0.0,5.3,-0.5
1,12,19,0.0,4.1,-1.6
1,12,20,0.0,3.8,-1.3
1,12,21,0.0,3.7,0.2
1,12,22,0.0,4.4,-1.6
1,12,23,0.0,3.8,-2.0
1,13,0,0.0,4.7,-3.3
1,13,1,0.0,4.5,-3.3
1,13,2,0.0,4.5,-1.8
1,13,3,0.0,4.7,-3.7
1,13,4,0.0,5.9,-5.4
1,13,5,0.0,5.0,-1.5
1,13,6,0.0,4.8,3.8
1,13,7,0.0,5.3,3.7
1,13,8,8.3,7.6,1.8
1,13,9,77.7,5.0,3.6
1,13,10,126.0,5.5,3.3
1,13,11,165.5,4.3,5.9
1,13,12,173.2,4.0,8.9
1,13,13,181.6,4.1,3.2
1,13,14,136.0,4.0,1.3
1,13,15,73.4,3.5,2.0
1,13,16,9.3,3.5,2.8
1,13,17,0.0,3.7,2.8
1,13,18,0.0,3.3,0.5
1,13,19,0.0,3.9,-1.5
1,13,20,0.0,3.4,-1.5
1,13,21,0.0,3.6,-1.4
1,13,22,0.0,3.7,-1.3
1,13,23,0.0,4.3,-1.6
1,14,0,0.0,4.3,-1.0
1,14,1,0.0,4.8,-1.0
1,14,2,0.0,5.5,-2.4
1,14,3,0.0,4.6,-2.8
1,14,4,0.0,5.8,-3.9
1,14,5,0.0,5.6,1.2
1,14,6,0.0,5.0,-0.9
1,14,7,0.0,5.2,0.8
1,14,8,7.2,5.1,1.1
1,14,9,58.1,4.7,6.5
1,14,10,109.1,5.4,3.6
1,14,11,129.9,5.3,5.5
1,14,12,146.9,4.2,4.5
1,14,13,131.0,4.3,4.8
1,14,14,97.7,5.7,4.7
1,14,15,59.0,3.5,3.6
1,14,16,7.2,3.5,3.3
1,14,17,0.0,3.6,0.6
1,14,18,0.0,3.3,2.5
1,14,19,0.0,3.2,-0.7
1,14,20,0.0,3.8,-1.0
1,14,21,0.0,4.0,0.1
1,14,22,0.0,4.0,-4.2
1,14,23,0.0,3.8,-3.3
1,15,0,0.0,4.2,-2.3
1,15,1,0.0,4.4,-3.5
1,15,2,0.0,4.8,-2.9
1,15,3,0.0,4.9,0.2
1,15,4,0.0,5.4,-0.7
1,15,5,0.0,4.9,-1.1
1,15,6,0.0,5.1,0.1
1,15,7,0.0,5.2,2.2
1,15,8,10.7,4.7,2.5
1,15,9,81.4,4.9,4.2
1,15,10,139.0,5.3,2.1
1,15,11,180.6,4.8,4.3
1,15,12,178.4,4.0,2.4
1,15,13,183.9,3.9,6.6
1,15,14,144.7,4.0,2.5
1,15,15,83.2,4.1,3.5
1,15,16,11.6,4.3,4.9
1,15,17,0.0,3.4,3.6
1,15,18,0.0,5.4,-1.3
1,15,19,0.0,4.7,-1.5
1,15,20,0.0,3.3,-0.2
1,15,21,0.0,4.0,-1.2
1,15,22,0.0,5.4,-0.7
1,15,23,0.0,5.2,-1.7
1,16,0,0.0,4.1,-3.5
1,16,1,0.0,4.2,-0.6
1,16,2,0.0,5.0,-3.0
1,16,3,0.0,4.6,0.5
1,16,4,0.0,5.5,-0.8
1,16,5,0.0,5.0,-4.3
1,16,6,0.0,5.3,2.3
1,16,7,0.0,4.9,2.5
1,16,8,10.7,6.1,3.1
1,16,9,78.9,7.7,5.4
1,16,10,125.3,4.7,3.7
1,16,11,166.9,5.2,7.0
1,16,12,189.7,4.3,4.3
1,16,13,169.9,3.9,7.0
1,16,14,120.3,3.8,2.4
1,16,15,72.0,3.5,2.5
1,16,16,10.7,3.5,2.9
1,16,17,0.0,3.8,2.4
1,16,18,0.0,4.6,2.5
1,16,19,0.0,3.5,-1.7
1,16,20,0.0,5.7,-3.1
1,16,21,0.0,3.6,-0.8
1,16,22,0.0,4.1,-1.2
1,16,23,0.0,4.2,-0.7
1,17,0,0.0,4.0,-2.4
1,17,1,0.0,5.9,0.4
1,17,2,0.0,5.0,0.7
1,17,3,0.0,4.6,-2.3
1,17,4,0.0,4.8,-2.2
1,17,5,0.0,5.2,-0.5
1,17,6,0.0,4.8,3.3
1,17,7,0.0,5.8,4.7
1,17,8,10.0,5.1,3.8
1,17,9,57.9,4.8,5.5
1,17,10,103.0,4.7,5.8
1,17,11,124.6,4.3,3.4
1,17,12,147.9,4.4,-0.2
1,17,13,140.7,4.0,3.6
1,17,14,108.2,4.7,2.0
1,17,15,65.1,4.0,4.5
1,17,16,11.0,4.2,3.6
1,17,17,0.0,3.8,3.1
1,17,18,0.0,3.9,2.5
1,17,19,0.0,3.3,0.9
1,17,20,0.0,4.0,-2.0
1,17,21,0.0,3.5,-2.7
1,17,22,0.0,4.0,-0.8
1,17,23,0.0,3.8,-0.8
1,18,0,0.0,4.4,-0.3
1,18,1,0.0,5.0,-3.4
1,18,2,0.0,4.8,-1.0
1,18,3,0.0,6.2,-2.0
1,18,4,0.0,6.0,0.4
1,18,5,0.0,4.8,-3.6
1,18,6,0.0,4.8,1.3
1,18,7,0.0,5.0,2.6
1,18,8,17.3,4.9,3.2
1,18,9,94.4,4.6,2.8
1,18,10,165.0,5.1,3.6
1,18,11,182.1,4.2,5.4
1,18,12,205.8,4.6,7.3
1,18,13,195.5,4.0,4.8
1,18,14,168.1,3.7,2.3
1,18,15,97.0,4.0,0.5
1,18,16,16.0,3.8,3.4
1,18,17,0.0,3.4,1.2
1,18,18,0.0,3.5,2.0
1,18,19,0.0,3.7,-1.5
1,18,20,0.0,5.4,-3.7
1,18,21,0.0,3.7,-2.4
1,18,22,0.0,3.7,-1.8
1,18,23,0.0,3.8,-0.9
1,19,0,0.0,4.7,-0.9
1,19,1,0.0,5.1,-0.7
1,19,2,0.0,4.5,-0.4
1,19,3,0.0,4.6,0.6
1,19,4,0.0,5.5,-1.1
1,19,5,0.0,5.1,-0.3
1,19,6,0.0,4.9,-0.0
1,19,7,0.0,5.1,4.7
1,19,8,3.8,5.5,0.6
1,19,9,20.1,4.9,4.7
1,19,10,31.9,4.7,4.2
1,19,11,44.5,4.4,3.8
1,19,12,48.5,4.0,5.6
1,19,13,43.7,3.8,5.6
1,19,14,33.2,4.2,8.1
1,19,15,21.0,3.4,3.8
1,19,16,3.9,3.5,1.7
1,19,17,0.0,3.2,2.1
1,19,18,0.0,3.3,0.7
1,19,19,0.0,3.6,-2.5
1,19,20,0.0,3.4,0.1
1,19,21,0.0,3.5,-0.5
1,19,22,0.0,4.2,-1.0
1,19,23,0.0,3.8,-2.6
1,20,0,0.0,4.8,-2.3
1,20,1,0.0,4.2,0.2
1,20,2,0.0,5.2,-1.2
1,20,3,0.0,4.9,0.0
1,20,4,0.0,5.4,-0.8
1,20,5,0.0,4.8,1.9
1,20,6,0.0,5.6,-0.5
1,20,7,0.0,5.3,1.2
1,20,8,16.3,4.8,5.6
1,20,9,84.7,6.4,4.5
1,20,10,133.0,4.4,5.4
1,20,11,151.3,4.4,3.3
1,20,12,174.5,4.7,5.6
1,20,13,161.8,4.0,5.8
1,20,14,127.1,3.9,4.8
1,20,15,81.2,3.8,5.4
1,20,16,17.3,3.5,2.7
1,20,17,0.0,3.7,3.4
1,20,18,0.0,3.9,3.2
1,20,19,0.0,3.3,0.7
1,20,20,0.0,3.4,-0.7
1,20,21,0.0,3.6,-1.0
1,20,22,0.0,3.7,-1.4
1,20,23,0.0,4.8,0.4
1,21,0,0.0,4.1,-3.1
1,21,1,0.0,4.9,-3.3
1,21,2,0.0,4.5,0.3
1,21,3,0.0,4.7,-1.5
1,21,4,0.0,4.7,-0.7
1,21,5,0.0,5.0,-1.3
1,21,6,0.0,5.7,-0.9
1,21,7,0.0,5.3,-0.3
1,21,8,18.4,4.8,2.4
1,21,9,75.9,5.5,3.3
1,21,10,138.4,4.8,7.6
1,21,11,175.9,4.4,4.5
1,21,12,165.1,4.4,4.7
1,21,13,177.7,4.0,6.0
1,21,14,132.1,3.6,4.3
1,21,15,75.6,3.7,5.2
1,21,16,17.8,3.6,3.5
1,21,17,0.0,3.2,0.7
1,21,18,0.0,3.4,1.6
1,21,19,0.0,3.8,-2.8
1,21,20,0.0,5.1,-0.4
1,21,21,0.0,3.7,-1.0
1,21,22,0.0,4.6,-2.4
1,21,23,0.0,4.7,-0.6
1,22,0,0.0,5.0,1.6
1,22,1,0.0,5.5,-2.1
1,22,2,0.0,5.0,-1.3
1,22,3,0.0,5.1,-3.0
1,22,4,0.0,4.9,-0.4
1,22,5,0.0,5.3,-2.6
1,22,6,0.0,8.5,1.4
1,22,7,0.0,5.5,3.5
1,22,8,11.7,5.4,2.6
1,22,9,52.4,5.1,1.3
1,22,10,84.6,5.1,3.1
1,22,11,106.0,4.3,6.8
1,22,12,109.0,4.0,4.6
1,22,13,98.2,4.4,2.9
1,22,14,79.1,3.9,2.0
1,22,15,47.2,3.5,1.9
1,22,16,11.8,3.9,2.1
1,22,17,0.0,3.5,1.0
1,22,18,0.0,4.2,4.4
1,22,19,0.0,3.2,-5.1
1,22,20,0.0,3.5,2.0
1,22,21,0.0,3.9,-3.5
1,22,22,0.0,4.0,-3.9
1,22,23,0.0,4.6,0.7
1,23,0,0.0,5.3,-1.0
1,23,1,0.0,4.5,-2.5
1,23,2,0.0,4.5,-1.8
1,23,3,0.0,5.4,-2.9
1,23,4,0.0,5.1,-3.1
1,23,5,0.0,5.4,-0.0
1,23,6,0.0,5.0,-1.4
1,23,7,0.0,4.9,0.6
1,23,8,15.4,4.8,2.7
1,23,9,60.4,5.0,2.9
1,23,10,93.6,6.0,4.9
1,23,11,121.7,4.2,5.2
1,23,12,133.4,5.5,7.0
1,23,13,124.0,3.9,4.9
1,23,14,92.9,4.1,4.5
1,23,15,59.3,4.2,2.0
1,23,16,14.4,4.2,2.0
1,23,17,0.0,3.3,4.8
1,23,18,0.0,3.7,-0.2
1,23,19,0.0,3.3,1.9
1,23,20,0.0,4.0,-3.3
1,23,21,0.0,3.5,-1.9
1,23,22,0.0,3.6,-0.7
1,23,23,0.0,4.2,0.4
1,24,0,0.0,6.2,-3.9
1,24,1,0.0,4.5,-0.8
1,24,2,0.0,4.7,-2.6
1,24,3,0.0,6.9,0.1
1,24,4,0.0,4.8,0.3
1,24,5,0.0,5.2,-0.9
1,24,6,0.0,5.0,0.2
1,24,7,0.0,5.0,0.4
1,24,8,15.5,5.1,1.9
1,24,9,59.2,5.0,2.9
1,24,10,108.7,4.9,5.5
1,24,11,128.5,4.8,3.1
1,24,12,147.7,4.5,3.1
1,24,13,129.1,3.8,4.5
1,24,14,103.4,5.2,7.1
1,24,15,60.3,3.8,2.3
1,24,16,15.5,3.6,3.9
1,24,17,0.0,3.8,0.9
1,24,18,0.0,4.0,2.9
1,24,19,0.0,5.7,-3.0
1,24,20,0.0,4.6,-1.9
1,24,21,0.0,3.8,0.4
1,24,22,0.0,4.1,-1.2
1,24,23,0.0,3.9,-1.1
1,25,0,0.0,4.2,0.0
1,25,1,0.0,4.3,-2.6
1,25,2,0.0,5.8,-3.4
1,25,3,0.0,4.8,-4.2
1,25,4,0.0,5.0,-0.6
1,25,5,0.0,6.0,-0.8
1,25,6,0.0,5.1,4.7
1,25,7,0.0,5.0,2.2
1,25,8,14.0,5.7,2.9
1,25,9,50.6,4.6,2.8
1,25,10,75.7,4.5,6.0
1,25,11,98.9,4.7,4.9
1,25,12,107.8,4.1,5.0
1,25,13,101.5,4.3,4.8
1,25,14,80.3,3.7,5.7
1,25,15,48.2,3.7,2.2
1,25,16,12.3,3.3,2.5
1,25,17,0.0,3.5,2.8
1,25,18,0.0,3.4,1.1
1,25,19,0.0,3.3,-5.7
1,25,20,0.0,3.8,-1.0
1,25,21,0.0,4.0,-0.6
1,25,22,0.0,3.7,-3.3
1,25,23,0.0,6.4,-2.4
1,26,0,0.0,4.2,-2.0
1,26,1,0.0,4.2,-0.9
1,26,2,0.0,4.8,-2.3
1,26,3,0.0,5.1,-3.7
1,26,4,0.0,5.1,-0.0
1,26,5,0.0,5.9,-3.0
1,26,6,0.0,5.1,0.7
1,26,7,0.0,5.0,1.3
1,26,8,23.6,5.4,1.2
1,26,9,81.6,4.9,3.8
1,26,10,114.4,4.6,4.2
1,26,11,160.6,4.3,5.0
1,26,12,151.5,4.1,3.3
1,26,13,166.0,4.2,3.4
1,26,14,123.1,4.5,4.4
1,26,15,73.1,3.6,2.0
1,26,16,23.3,3.6,2.9
1,26,17,0.0,3.5,-0.0
1,26,18,0.0,4.0,-1.4
1,26,19,0.0,3.8,-2.4
1,26,20,0.0,3.6,0.2
1,26,21,0.0,3.5,-0.4
1,26,22,0.0,4.8,-2.1
1,26,23,0.0,4.3,1.8
1,27,0,0.0,4.4,0.9
1,27,1,0.0,4.6,-0.7
1,27,2,0.0,5.0,-2.4
1,27,3,0.0,4.6,-1.9
1,27,4,0.0,4.7,-1.1
1,27,5,0.0,5.0,-3.4
1,27,6,0.0,5.5,-0.5
1,27,7,0.0,4.9,0.5
1,27,8,9.7,5.2,3.8
1,27,9,36.0,5.1,5.3
1,27,10,53.4,4.5,3.3
1,27,11,63.3,4.7,6.9
1,27,12,72.3,4.0,5.8
1,27,13,72.5,5.7,3.9
1,27,14,55.3,4.0,5.9
1,27,15,35.9,3.5,4.6
1,27,16,10.1,4.6,4.6
1,27,17,0.0,3.5,1.1
1,27,18,0.0,3.5,-0.9
1,27,19,0.0,3.4,-0.5
1,27,20,0.0,3.4,-1.2
1,27,21,0.0,4.0,-1.1
1,27,22,0.0,3.8,-1.6
1,27,23,0.0,4.7,-0.9
1,28,0,0.0,4.9,-2.6
1,28,1,0.0,4.7,-0.1
1,28,2,0.0,4.5,-0.3
1,28,3,0.0,6.0,-0.9
1,28,4,0.0,4.7,-1.4
1,28,5,0.0,5.4,-1.5
1,28,6,0.0,5.7,0.9
1,28,7,0.0,5.7,2.1
1,28,8,18.5,5.1,0.8
1,28,9,58.1,5.0,1.0
1,28,10,92.3,5.4,4.6
1,28,11,113.1,4.5,3.9
1,28,12,108.6,4.1,5.7
1,28,13,114.7,3.9,6.8
1,28,14,90.3,4.3,3.8
1,28,15,58.4,4.2,3.1
1,28,16,18.0,3.3,1.3
1,28,17,0.0,4.8,0.9
1,28,18,0.0,3.4,2.0
1,28,19,0.0,3.4,-2.7
1,28,20,0.0,4.4,-2.1
1,28,21,0.0,4.5,1.2
1,28,22,0.0,4.0,-2.0
1,28,23,0.0,4.4,-3.5
1,29,0,0.0,4.0,0.5
1,29,1,0.0,4.7,-2.2
1,29,2,0.0,4.4,2.4
1,29,3,0.0,5.0,0.9
1,29,4,0.0,5.2,1.6
1,29,5,0.0,4.9,0.1
1,29,6,0.0,5.7,1.9
1,29,7,0.0,4.8,0.8
1,29,8,23.4,5.5,3.0
1,29,9,76.6,4.9,4.0
1,29,10,108.5,4.6,6.7
1,29,11,140.4,4.7,4.7
1,29,12,157.0,7.2,4.8
1,29,13,151.9,4.3,3.3
1,29,14,120.4,3.7,7.2
1,29,15,73.1,3.9,3.3
1,29,16,24.4,3.4,4.6
1,29,17,0.0,3.2,-0.1
1,29,18,0.0,3.2,-0.8
1,29,19,0.0,3.6,-2.2
1,29,20,0.0,3.5,-0.2
1,29,21,0.0,4.4,0.1
1,29,22,0.0,3.7,-1.7
1,29,23,0.0,4.1,-1.7
1,30,0,0.0,4.3,-2.0
1,30,1,0.0,4.3,-0.0
1,30,2,0.0,4.9,-0.2
1,30,3,0.0,5.1,-0.8
1,30,4,0.0,6.3,-2.3
1,30,5,0.0,4.9,-2.9
1,30,6,0.0,6.0,-0.3
1,30,7,0.0,5.5,0.8
1,30,8,28.4,5.4,1.6
1,30,9,79.2,4.6,3.0
1,30,10,140.0,4.5,4.4
1,30,11,162.3,5.4,2.2
1,30,12,158.6,4.5,3.5
1,30,13,173.6,3.8,5.9
1,30,14,129.6,3.8,4.6
1,30,15,88.4,3.9,2.2
1,30,16,28.5,5.1,3.9
1,30,17,0.0,3.3,-0.4
1,30,18,0.0,3.3,2.7
1,30,19,0.0,4.2,-2.5
1,30,20,0.0,3.7,-2.6
1,30,21,0.0,4.4,-2.9
1,30,22,0.0,4.2,-1.3
1,30,23,0.0,4.2,-1.1
1,31,0,0.0,5.5,-5.8
1,31,1,0.0,4.5,-0.7
1,31,2,0.0,4.7,-0.0
1,31,3,0.0,4.6,-0.5
1,31,4,0.0,5.1,1.7
1,31,5,0.0,4.8,-1.7
1,31,6,0.0,5.6,3.1
1,31,7,0.0,4.9,1.1
1,31,8,30.2,5.4,1.8
1,31,9,89.4,5.6,4.3
1,31,10,144.6,4.5,4.1
1,31,11,166.0,4.6,6.2
1,31,12,178.0,4.1,4.9
1,31,13,171.6,4.5,4.2
1,31,14,146.7,3.7,6.2
1,31,15,89.4,3.9,5.2
1,31,16,31.7,4.1,2.0
1,31,17,0.0,3.6,3.2
1,31,18,0.0,3.3,0.7
1,31,19,0.0,3.4,0.1
1,31,20,0.0,4.3,-0.4
1,31,21,0.0,5.5,-1.8
1,31,22,0.0,3.7,-0.7
1,31,23,0.0,4.9,-2.2
2,1,0,0.0,3.8,-2.7
2,1,1,0.0,4.3,-0.7
2,1,2,0.0,5.9,-0.6
2,1,3,0.0,4.9,-0.6
2,1,4,0.0,5.0,-1.1
2,1,5,0.0,4.5,-2.8
2,1,6,0.0,5.0,1.6
2,1,7,0.0,5.6,6.0
2,1,8,31.4,5.1,4.8
2,1,9,89.0,4.7,5.9
2,1,10,147.5,4.4,6.8
2,1,11,173.7,4.2,6.6
2,1,12,185.4,4.7,9.0
